id,cid,card_num,card_type
653e2f7e-ba62-4068-9a5d-3db33f7737d1,347,372301215070667,americanexpress
df18d466-88f9-4678-a367-d3a247fd1489,348,4328488317133,visa
0ba9b410-4093-4173-ba29-c06ea7b26923,349,337941392407572,americanexpress
2ffb4222-73fc-4301-a048-18285e10ac79,350,374622971203822,americanexpress
27724656-afc9-42ff-b100-f8f18aa633cc,351,4041598533768,visa
78e8fc5e-38ca-4922-a7a0-30bbf57b12b7,352,5371937301122795,mastercard
5df073f8-0a3e-4c8b-8d27-e0b5dcc04abb,353,5108757409055998,mastercard
6cf3f9b3-27b1-4a06-afe8-e39e267c6e07,354,5100136698923281,mastercard
2e88c3ed-c871-48ca-abf9-b59649529dff,355,374622179154546,americanexpress
eb5a6c30-fb12-4511-b35e-63bd53aca0e0,356,347971145946319,americanexpress
559ac945-e166-4b18-a0b0-2ec72af69ae9,357,5288121543571075,mastercard
b73fd58b-d454-414f-bf95-229933892034,358,337941204637747,americanexpress
5c57241f-9461-4c83-8a89-f023d388ba07,359,4017956792861409,visa
dccdd60c-7372-4d54-b36d-a9b286800097,360,337941479980434,americanexpress
a82c9913-b4c0-4391-9627-723d55a03f43,361,4017950803958544,visa
95e7d575-6032-4f7c-85fa-f7a118902131,362,4017954393047,visa
42457907-a0b3-41b3-b4fb-f475c527793d,363,4205397990384,visa
ac0dd4ae-8c64-44b0-ad64-8440f06ee64a,364,374283310869904,americanexpress
46cf511e-5a31-4e6f-b2a6-f20b4b764a40,365,4041593203177,visa
92f9a30d-9acd-4837-8afb-26da2af3a672,366,4041595164286,visa
c3eba56a-3be9-45e5-ade8-70424cdb9358,367,5048370512465170,mastercard
8bbe3507-a211-4e36-8d0a-1e2ebaeedd91,368,4041378851364,visa
8e0f042d-3ec0-43d9-8594-3bca7982faa4,369,4041375781515,visa
e6c65e26-6ab7-4ec2-ba29-52b29db828b6,370,349910519669931,americanexpress
33ea122b-5b3a-4c77-8f7e-b5d41d6c8843,371,5108751583092240,mastercard
47e00f01-62fd-448e-b521-e1b5017feb0e,372,4017953620625197,visa
bdc42c56-246c-4f86-97f8-4645d67b5bc4,373,4041596813445343,visa
68de4792-78b8-46f4-814b-2a1b9eb15d00,374,374622888435442,americanexpress
41284397-2560-4cd4-ac34-367bebcd579b,375,5048376135258488,mastercard
ba6acebe-8817-4359-a0d5-caa7b6a355fb,376,4319417565108,visa
d9b5d2e2-8eb3-421f-b83c-da7e94aa0f1b,377,379025365167105,americanexpress
d02dec32-f613-4fcc-9974-f3ab37b438ba,378,5108752816550848,mastercard
4e9b26e9-8c87-459c-9774-9b24abde065e,379,4041595359944,visa
846d4bad-b5cf-4e4e-89c4-9e9245b3391b,380,4041594640155771,visa
8503ec5b-ee68-4595-acf2-e5f205bd0578,381,4041594198194,visa
08bdc3b8-fc20-40cb-8433-ef55d9dc7e7f,382,5100131358363456,mastercard
5f0c3c79-3c33-4bb9-9a23-6e892091255d,383,374283688957430,americanexpress
41596404-d457-4e8c-850d-f8c851c9675f,384,4041599570488,visa
0d97ae09-1254-4f63-bf41-c2764bb5ce16,385,374288238690811,americanexpress
b7dcfb5b-e27f-45f8-995f-1d424fdc746f,386,374283633548128,americanexpress
2e5c3b4b-caac-445f-bdd0-65646324d5a9,387,372069316503460,americanexpress
e000fc05-661e-4ddf-88ea-f1dc28e1f2e5,388,337941516714689,americanexpress
17090735-1113-4fac-bd4e-b066d03769a9,389,374283400491932,americanexpress
4c46d9bb-2e7e-4390-bc90-993502cdafbc,390,5250649578008872,mastercard
a97b2f4c-2429-4a1b-93c5-2efe888f601c,391,4041371863575518,visa
2b8ba437-443d-47da-b9cc-5e8661b5d778,392,4971174859346,visa
854e613a-76e5-4314-8579-ca65c6b060fc,393,4041376324586582,visa
61cc4155-8989-4765-8c3e-38668cd17b0a,394,5413858129690252,mastercard
04f76e3a-716b-4bb2-861a-ea31fa479cd7,395,374288637333419,americanexpress
d837383e-391c-4d77-831d-dff79038b139,396,4041590526513,visa
02e6bf21-c545-400d-ac04-101b55d3ebc4,397,4017959140773,visa
575645fb-1aa6-4497-b4b7-4ec2e2ce06a6,398,372301378425419,americanexpress
56ff06c6-ca37-409d-9d36-b7864b1eb440,399,374283237082102,americanexpress
99063a55-0295-43ac-a264-7f95a1e10ae4,400,374622032154469,americanexpress
f93ac107-15d2-4fe4-b908-af8545cb766a,401,345584973083527,americanexpress
13a9ca0e-0cf2-4de4-8cb0-a8814cda107d,402,4041378156947,visa
2d03d1c6-3bd4-43fc-b9ee-e5dbd25d2278,403,5100138367502156,mastercard
53bea8dc-8548-47fe-b22d-7cba8e06cbe2,404,378349723736794,americanexpress
351671a6-9d27-4131-ad20-8b5d2f19f9cd,405,5108759982202922,mastercard
a2ec5e97-a950-475d-bfc0-1e05fbbbeec3,406,5007667284775101,mastercard
35d0663c-609d-416c-a826-8ea11ec57e1e,407,4017952925048,visa
940c0d89-07fa-445e-a35a-23c23e26467c,408,4017950914133458,visa
5c56c2e4-c1fd-466b-a382-3a065dce803b,409,4210254260403986,visa
f94d02b3-96bf-4c02-ab8b-778c56a6356f,410,374519014021015,americanexpress
485e9662-a56b-4588-a0a4-2c961fa26401,411,4041598578629335,visa
0eb18b96-5aa3-4140-a432-9db5019c1f93,412,4041594250066243,visa
a4835a9e-88b5-4db3-a8b7-9c22ea222e98,413,5433825295864421,mastercard
3e06db10-8427-4ed3-9e9c-dcda040c4883,414,4041597295856,visa
5d453e79-0a54-4abd-b3ba-4e9ea2dc42e8,415,4478429791608488,visa
22086b62-27f7-428b-bf1e-b8a904f66cb3,416,4041378407514,visa
f5fdd854-31cb-4d85-82b5-3210bfbd92f3,417,374283009246828,americanexpress
38f9a2e0-465f-41fb-9ce0-627a20241487,418,4041376528691,visa
9c3b5f0f-26ab-4fc1-8d40-3df3e3c5b049,419,5108755986577889,mastercard
c0107370-0f24-4994-9d74-e9b630e8ae56,420,5100176522811674,mastercard
6add96c7-3008-464e-a758-88d3b66aa1d6,421,4041373967207,visa
3f88280d-4b39-46f9-8158-948edc4f8446,422,4041374685454961,visa
15c2d765-d5bb-43c9-a937-19294a29df44,423,5002351998525624,mastercard
95c8db89-9cbe-4e87-a069-d268a900e330,424,5597631331100743,mastercard
4963163e-e206-47f3-8572-423da238de7a,425,5586379947236252,mastercard
9c39afaa-85f5-49b0-aaf3-0b4007b18ac1,426,4017953959038,visa
8e070d11-812d-4bfe-acd6-51ec2b18149b,427,374622593928004,americanexpress
a3809504-e166-4ddc-aba5-6b0f367541af,428,4017955360268,visa
129cd9fd-2eeb-478c-adf6-ab6675919a8d,429,4041378581449520,visa
a17de2a7-5cf4-4c63-97dc-5928f5f205bd,430,5196313579291808,mastercard
dec38f09-ccc3-4278-9fe0-3972e319cb0d,431,5100149368331859,mastercard
3c2f4489-bbe6-40bb-9f9b-4e7f0f4cafeb,432,4041377292982,visa
2ddd8dca-9103-4035-a99b-52b931a0e59f,433,4017959294873377,visa
6d31ccf6-54a0-4a75-830a-54656b6960d7,434,4041372570667580,visa
9ab30e1e-a62b-4c9f-8094-4d79d8ea793a,435,5007662790323207,mastercard
03e1c12a-b1de-41cc-8f46-613b79307da5,436,5359253320981484,mastercard
13152ef4-7797-4c0b-ab68-a1032b555e95,437,5349608195684831,mastercard
6f05cfba-0a59-4cba-8a5a-12387e1809c3,438,4041374520716,visa
d2334f94-cf04-4e2c-87aa-2f66040edc70,439,5100132562314558,mastercard
fd928a57-5e52-406b-b482-e71f5affd18f,440,337941344636641,americanexpress
8a7abaf3-8906-467a-a9ba-352b8fff4af7,441,337941151766291,americanexpress
9ddb6d6d-294d-4c5d-8f43-9283b5326ea6,442,374622297879446,americanexpress
a2054ab8-1b3a-42c8-b51e-558f25c3c228,443,4041373832336,visa
698f137e-08a5-4e0e-846a-3b5091fd9a9b,444,5341388911055750,mastercard
c82dcb64-7c75-4308-8f07-9f8fa3226ced,445,374622842123043,americanexpress
a6d6e2da-6207-4ab8-8e60-3744b2b85e8e,446,4342515326181308,visa
ced9c682-80dc-4796-9e14-931af2644785,447,374283479429524,americanexpress
5b0d6dbb-df9b-44a4-9654-f167f083cd42,448,374283562793729,americanexpress
8a62dd56-de7b-4264-930d-9e64ab250d68,449,374823271157003,americanexpress
bf862fd5-276e-4e5b-b338-9d2310f35a80,450,5100170352503469,mastercard
53f272c1-39cb-4011-937e-c4560b09be60,451,5108759340934638,mastercard
0a2e452c-ffcf-4b10-a14a-8beee05fa759,452,4041591717731,visa
d3bd19c5-13d1-4770-80bd-d2f5df938f8e,453,372301395918776,americanexpress
8792494f-e275-4261-a7f8-6ee878ad6b4b,454,4041598484830,visa
b833b1ee-fa06-4782-8661-16f22ee0c836,455,337941697613064,americanexpress
0601fcf8-c512-4578-a92c-66bb301a8bd2,456,4041592297925645,visa
c345b872-71f8-4699-937f-0c10c0d5f98a,457,4041599920634,visa
a8885605-244f-43c0-a39d-eab2d456e92a,458,5100139284857434,mastercard
cb27f7b1-0fd4-4be8-858f-822961bea0d8,459,4017951716083,visa
901e4d01-bc11-44dc-8ae0-af8102cff77c,460,4041593876782,visa
fd9da6de-02bf-4f4c-92b3-9e16e9299f20,461,4041373394841468,visa
a78d1cde-283d-4904-8586-ff85965588a7,462,5108754049380225,mastercard
a6194fdf-de31-4a37-aea7-abfbcef27ee7,463,5474938128383715,mastercard
2ab0a454-1021-4d72-b2ad-064d93be2c0b,464,5007667154513335,mastercard
ff8f5aa6-7c8a-4e0a-9762-2ea58ea44773,465,5007667932907106,mastercard
63da67ae-dce0-4864-a583-6960a92d472b,466,374288709472004,americanexpress
1fbe4b79-c452-46ea-a8aa-21b1f006b4a8,467,4417216801296782,visa
ea7b1470-4c9a-4c4a-80ad-babbc28aad62,468,374622327905484,americanexpress
8eb2d459-86b7-4cfc-aeba-2cd097b62f54,469,4017955145869408,visa
b9bc7bb4-2222-4d29-b161-49e47bfee275,470,5416064234024068,mastercard
d4ea12da-0e5b-403c-94fd-d19821108092,471,5204064966210014,mastercard
258eddf8-e28e-41f9-83a4-32a9e4ecd815,472,5108751316205697,mastercard
f9c26473-6bdb-41cb-8724-98c4ae1485fd,473,5529677551942408,mastercard
eb88750c-190b-4a85-afc1-b40d59c1fa90,474,374622970991252,americanexpress
3011fad4-a2f7-4497-88ea-d97daa7e8f8a,475,4041377499256,visa
8272ac1d-4b6e-46fa-a36b-a639abca91cb,476,5007667859714444,mastercard
9fb1ea01-950a-46c8-908b-37770e9bf582,477,4041370711715,visa
1251342d-7119-4948-94f4-725b7be59fc5,478,4041595033050701,visa
4546923e-604c-4fe4-8582-ec3f1cd7e0db,479,4017956479191856,visa
39d3036e-c8dc-42fe-8159-3441e1537072,480,374283265955799,americanexpress
fe837fea-0321-462b-89c5-bbfc989b1460,481,374288816293079,americanexpress
c0a42bab-8c55-4054-9ad9-e1fc3816c565,482,5010122614177078,mastercard
2ec10c9a-b501-40dd-91d0-b9a513c72752,483,5108757194718206,mastercard
7f067fc7-6885-49bf-871b-f6782858d633,484,374622032829573,americanexpress
ef01a000-366a-4485-9085-9244d18f4ff1,485,372301038845444,americanexpress
e07579d1-ada3-411c-aad0-6a45dcbf004b,486,337941916911042,americanexpress
e71ff845-250b-4952-9779-3428bcf799ce,487,4041373293265,visa
3d2619fe-37da-40e5-9fbe-465572f0243e,488,372301817779632,americanexpress
1df4a9f1-6aee-495c-9687-c7086b5eb7cc,489,5317075145993779,mastercard
f35ab8c6-6b1c-48b6-97fe-e8028b690bff,490,5454573533591646,mastercard
3572f125-4fb5-4d88-88fc-98702aa49db5,491,5593412881076532,mastercard
b5cf4862-705b-401b-b34e-31a1186277b4,492,374288503436767,americanexpress
7b07c2a1-9374-4b63-acfe-90131630eafa,493,4041595493818100,visa
2f147186-10be-4df9-8967-40b7fa7b2f17,494,5010120092046443,mastercard
33d5faee-b792-46c7-9ab0-58629dfdd934,495,374283779220458,americanexpress
b390491b-550e-4d4b-b409-9a944a3c3e83,496,4041376321239243,visa
3eccf07d-4437-438a-8170-625c0fe157bc,497,4041599781960,visa
b510f187-0f72-4496-a6d7-ea0cedd39652,498,4438196014938,visa
0076972f-0be8-4435-975a-a7f68b7e5c0c,499,5100143526358458,mastercard
4eee24ad-ed42-43f9-a83a-5ee325b776cc,500,5515373918381300,mastercard
